2	116
1	40
1	40
1	40
2	80
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	446
1	120
1	40
1	69
1	44
1	44
3	180
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	44
1	40
1	44
1	40
3	180
1	40
1	40
1	40
1	44
1	44
1	80
2	116
1	40
1	443
1	40
1	57
1	40
1	147
3	228
1	80
3	152
2	96
1	118
1	40
1	57
1	40
3	152
2	96
1	40
1	40
1	64
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
2	96
1	74
1	127
1	74
1	56
1	40
8	352
1	221
1	40
1	40
1	122
1	40
1	44
1	44
1	40
1	443
2	104
1	75
1	445
1	442
1	444
1	40
1	63
1	40
1	84
1	44
1	40
1	48
1	40
1	74
3	152
1	148
1	111
1	40
1	40
1	40
1	40
1	40
3	180
1	40
13	2277
1	40
1	56
1	44
6	264
1	44
1	444
1	64
1	40
1	40
1	40
1	40
1	40
1	32
2	96
1	113
1	40
1	40
1	40
1	221
1	63
1	445
5	212
1	40
1	40
1	40
1	552
1	88
1	40
1	56
6	2172
1	40
1	40
1	40
1	40
1	40
2	112
1	40
1	40
1	40
1	444
1	40
1	64
1	131
1	40
3	152
1	40
1	122
1	40
3	180
1	60
1	40
1	40
1	107
1	40
1	56
26	3130
1	40
1	60
1	48
1	40
1	40
6	310
1	40
1	40
1	40
1	32
1	40
1	40
1	44
1	40
1	44
1	40
1	40
1	57
1	40
1	48
7	4595
1	32
1	40
1	44
1	40
4	240
1	438
3	152
1	255
1	44
1	40
1	40
1	40
1	40
1	40
1	436
1	57
1	40
1	440
3	152
1	52
1	44
1	40
1	40
1	44
1	122
1	40
1	44
1	69
1	40
1	60
1	40
1	40
2	104
1	40
1	40
1	32
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	44
1	53
1	76
2	73
1	44
1	32
1	40
1	44
1	40
1	132
1	32
1	32
1	40
1	40
1	40
7	590
1	40
1	40
1	44
1	60
1	40
1	40
1	74
1	40
1	69
1	56
1	441
2	96
1	40
1	40
1	40
1	40
1	40
1	40
1	140
1	44
1	40
3	152
1	40
1	244
1	40
1	40
1	32
1	52
1	445
1	446
1	40
1	40
1	40
1	40
1	69
1	56
1	40
2	80
1	44
1	135
1	32
1	56
1	40
1	74
1	48
1	48
1	40
1	44
1	40
11	1007
1	40
5	2031
1	40
1	69
1	40
1	40
1	32
1	40
1	107
1	40
1	40
1	253
1	40
1	40
1	56
1	40
1	40
1	40
1	141
1	44
1	40
77	108792
1	40
1	40
1	442
1	40
10	631
1	82
1	122
1	44
1	40
1	40
1	40
1	44
1	40
1	772
1	48
1	44
1	56
1	40
1	40
2	104
1	40
1	40
1	179
2	96
1	40
1	40
1	40
1	40
1	40
1	69
3	180
3	152
1	40
7	625
1	40
1	40
1	83
1	40
4	240
1	40
4	240
4	240
6	357
1	44
1	40
2	104
1	44
1	40
6	1240
1	445
1	40
1	32
1	103
1	40
1	40
10	960
1	40
1	40
11	6468
1	44
1	40
1	40
1	88
1	440
1	40
1	40
1	40
1	56
1	40
2	104
1	69
2	96
1	40
2	96
1	79
1	48
1	40
1	40
3	152
2	120
1	40
1	40
1	40
1	86
1	40
1	40
1	40
1	32
1	40
6	1106
1	40
21	6835
1	40
1	32
1	40
1	40
1	40
1	40
2	128
3	152
1	44
1	44
1	40
1	40
1	44
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	69
1	40
4	413
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	56
1	40
1	40
2	120
1	40
1	32
1	40
1	504
1	40
1	40
1	444
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	122
1	40
1	44
1	40
1	56
1	40
2	96
1	40
1	40
8	352
1	44
1	40
1	40
1	40
1	118
1	102
1	637
1	40
1	40
1	40
2	96
6	587
2	120
11	986
1	199
2	96
1	40
1	40
1	40
1	40
1	40
8	1666
1	67
1	40
1	63
1	44
1	40
2	100
1	40
1	40
8	1097
1	345
1	84
1	40
1	40
1	441
1	44
1	40
2	104
1	40
1	40
1	40
1	63
1	118
1	40
2	96
1	139
6	1264
1	40
4	172
1	40
1	40
1	40
2	80
1	40
1	40
2	96
1	40
2	96
1	40
1	54
1	40
1	40
1	40
1	40
1	44
1	40
4	240
1096	1520740
1	40
8	601
1	40
1	40
1	447
1	446
1	40
1	32
3	152
1	40
2	104
3	168
1	40
1	44
1	129
1	40
5	875
6	310
1	44
1	40
3	164
1	40
1	40
1	40
1	40
3	152
1	32
1	40
1	44
1	75
2	96
4	240
4	240
1	40
1	40
1	40
1	124
1	40
1	40
1	40
1	40
1	40
1	93
1	40
1	48
3	152
1	439
1	40
1	63
1	32
3	156
1	32
1	32
1	436
1	52
1	40
1	40
1	60
1	40
1	122
1	792
1	70
1	40
1	40
1	57
1	68
1	40
1	40
1	40
1	701
1	40
1	40
2	100
1	40
1	40
1	40
1	40
1	40
1	44
1	444
1	44
1	122
1	69
2	104
1	40
1	74
1	40
3	180
1	44
1	40
1	40
1	40
1	40
1	32
1	40
1	44
1	40
1	40
1	40
1	40
1	40
1	57
1	44
1	40
6	754
1	44
1	40
9	4515
1	69
3	152
2	96
1	32
1	44
1	40
1	40
1	44
1	40
1	564
1	40
2	96
1	40
1	121
1	56
1	40
1	40
1	91
1	40
1	40
1	40
1	59
1	40
2	104
1	40
1	44
30	26157
1	32
1	40
1	40
2	104
1	75
1	69
1	44
1	44
1	57
1	445
1	40
1	58
1	40
3	180
1	44
1	436
1	48
1	44
1	40
2	112
1	44
1	40
1	40
1	40
1	60
1	40
1	40
1	40
1	57
1	60
1	40
1	40
1	40
1	40
1	564
1	40
1	40
1	32
1	40
7	858
1	444
1	40
1	443
1	57
1	40
2	96
6	348
1	57
1	60
3	228
1	40
1	547
1	40
1	75
1	44
1	40
1	75
1	40
1	40
1	84
1	210
1	40
1	40
1	122
1	40
1	40
1	44
1	40
1	40
1	40
5	300
1	44
1	57
1	40
1	40
1	40
1	40
1	163
1	56
1	40
1	436
1	40
1	40
2	96
1	40
1	40
6	687
1	40
1	63
1	40
4	240
1	40
2	104
1	40
6	653
1	40
1	40
1	32
1	40
1	40
1	40
1	40
1	40
1	120
1	44
1	40
1	44
10	4375
1	96
1	40
7	3836
2	96
1	40
1	40
1	40
2	80
1	127
1	40
1	40
1	79
1	40
44	5526
1	151
1	44
313	46735
1	40
1	40
2	80
1	40
1	444
1	446
1	44
1	44
1	44
1	40
1	40
1	40
1	40
1	40
12	3100
1	40
1	76
1	40
1	57
2	96
1	40
1	44
1	40
1	40
1	89
1	40
1	40
1	40
1	122
1	75
1	40
1	40
1	40
1	67
1	40
1	40
1	118
1	71
1	40
1	44
1	40
5	270
1	40
1	60
1	74
1	32
1	40
1	40
2	112
1	44
1	44
1	40
1	60
1	40
1	40
1	40
1	122
2	96
1	72
1	40
1	40
1	40
1	40
1	40
1	69
2	120
1	48
8	352
1	40
1	40
4	240
1	40
1	442
1	56
1	443
14	10292
1	44
4	655
1	48
1	32
1	436
1	40
1	132
4	216
1	58
1	40
1	437
1	40
1	40
1	44
1	32
1	48
1	40
6	336
1	44
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	44
1	40
1	40
1	44
1	60
1	40
7	4372
20	25671
1	40
1	76
2	80
2	92
1	69
1	110
1	44
1	40
2	73
1	74
1	40
2	116
1	40
1	40
2	80
1	44
1	445
1	232
1	40
4	339
1	221
1	44
1	44
1	40
1	40
1	57
1	32
1	221
1	40
4	240
1	40
1	52
1	40
1	40
1	113
35	2193
1	44
1	44
1	40
1	84
28	30849
1	44
1	40
1	40
1	40
8	3311
1	145
2	96
1	564
2	96
1	40
1	52
1	70
1	40
35	2257
1	40
1	32
1	60
1	40
1	32
2	96
3	124
1	40
1	32
1	40
1	40
4	2224
1	44
1	40
1	63
9	756
1	40
3	228
1	40
2	80
1	40
1	44
1	40
1	40
1	40
1	40
1	40
1	44
3	228
1	68
1	44
1	40
1	40
1	84
1	40
19	3262
5	300
1	40
1	40
1	40
1	40
1	40
1	40
1	52
1	94
1	44
1	247
1	40
1	552
1	40
4	384
1	60
1	436
1	40
2	104
13	1808
1	40
2	104
1	40
2	96
15	2163
1	445
1	40
1	44
1	40
1	44
1	40
1	40
1	40
1	40
1	40
1	44
1	52
1	40
1	40
1	40
1	40
1	62
1	40
1	40
3	152
1	40
1	40
1	69
1	760
1	40
1	40
1	57
1	40
1	60
1	128
1	52
1	40
1	40
2	96
1	44
1	32
1	80
1	57
1	32
1	247
1	64
1	40
1	40
3	228
1	58
1	40
1	55
1	40
1	40
1	40
2	96
1	40
3	164
1	48
2	96
1	69
1	441
1	58
1	52
1	40
1	77
1	40
1	40
1	40
1	40
4	216
1	44
4	336
1	76
1	40
1	40
1	32
1	40
1	44
1	40
1	122
1	40
1	446
1	44
1	40
3	120
1	44
1	549
1	89
1	57
1	56
1	40
2	96
1	40
1	97
1	40
1	40
1	40
1	40
15	2823
1	40
1	40
1	40
1	40
2	96
1	44
1	40
2	96
1	40
1	71
1	40
1	564
1	40
1	44
1	71
1	40
1	40
1	122
1	40
1	40
1	40
1	233
4	240
1	40
2	64
1	40
1	77
1	40
1	40
596	887480
7	1556
1	60
2	96
1	40
1	75
1	40
1	80
2	96
1	63
2	73
1	40
3	214
1	32
1	40
2	96
1	40
1	122
1	40
1	52
1	56
1	40
1	40
19	4475
1	32
8	450
2	96
4	240
4	240
1	40
1	112
3	180
1	40
1	40
5	632
1	40
1	40
1	40
1	40
1	44
1	40
1	44
1	194
1	40
1	126
1	44
1	436
1	52
1	83
1	44
1	72
1	84
1	40
1	52
1	40
1	40
1	32
1	40
1	40
1	44
1	230
15	4060
4	240
14	2625
1	40
2	96
3	152
1	63
1	122
2	120
1	32
1	118
2	96
12	6784
5	279
1	445
1	40
1	40
1	40
1	40
1	40
1	44
1	71
1	40
1	44
1	32
1	68
1	122
2	104
8	701
3	144
1	124
1	132
1	445
1	40
1	56
1	40
1	40
1	40
14	1837
1	40
1	52
1	40
1	52
20	12516
1	40
1	44
1	68
1	40
1	40
1	40
1	40
1	63
1	40
1	40
1	44
7	2434
1	40
1	40
1	52
2	80
1	40
1	40
1	40
1	74
1	48
1	68
1	40
1	576
1	40
1	40
9	2476
1	57
1	74
1	44
1	40
1	40
8	4968
1	40
3	152
1	40
1	48
4	240
1	40
3	152
1	40
1	40
1	60
1	40
1	44
1	40
1	122
1	40
1	32
1	48
1	40
1	60
2	120
1	40
1	40
1	40
1	44
1	446
1	57
1	132
1	40
1	44
3	152
1	40
1	44
2	96
1	40
1	40
1	32
1	444
1	44
1	444
1	40
1	40
1	40
1	44
1	40
1	564
1	40
1	40
1	40
4	240
1	40
1	80
2	96
167	228576
1	271
1	60
2	96
660	689843
49	17031
1	44
1	75
1	44
6	809
1	40
1	40
1	40
1	48
1	40
1	298
9	4860
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	404
1	122
1	40
72	61437
1	72
1	52
1	64
16	8770
1	40
1	40
1	40
1	40
1	40
1	40
1	40
3	152
1	40
2	96
3	152
1	40
1	40
2	96
1	44
1	40
1	40
2	96
1	40
1	44
1	44
1	40
1	270
1	140
1	44
1	40
1	40
1	40
1	40
1	40
1	438
1	40
1	40
2	157
1	40
1	40
1	40
1	48
1	40
3	152
1	44
15	4060
1	44
1	44
1	40
4	128
1	40
1	40
1	40
14	2108
1	40
1	564
1	40
1	123
1	40
1	40
1	40
1	40
1	40
1	40
1	44
2	120
1	132
1	40
1	40
2	96
1	436
1	40
1	40
1	150
2	96
4	216
8	6084
2	100
1	40
1	68
1	40
4	240
1	57
9	2789
3	152
1	446
1	69
1	56
1	40
14	1755
1	40
1	40
1	32
1	76
1	52
2	96
1	74
1	52
1	40
1	44
1	40
2	104
1	44
1	40
1	40
3	228
1	44
1	44
1	40
1	44
1	442
1	44
1	40
1	40
1	40
1	40
1	40
1	40
1	40
2	120
1	40
1	44
1	40
1	44
1	40
1	40
13	1523
2	96
2	96
1	40
1	40
1	132
6	1919
1	74
1	40
1	40
1	44
1	63
1	48
22	7775
1	122
3	180
1	40
1	40
1	40
1	40
3	152
1	40
1	40
1	44
1	40
1	40
1	40
1	75
2	84
1	40
1	40
1	40
1	40
1	40
1	89
1	40
1	40
1	40
2	96
1	56
1	40
1	44
1	40
1	44
1	40
1	40
1	40
1	44
1	40
1	32
6	1798
1	79
2	96
2	104
1	40
1	445
1	442
1	40
1	32
1	40
1	32
3	180
1	40
1	40
1	40
6	754
1	40
1	32
1	40
3	180
1	139
1	40
1	40
1	40
1	40
1	32
1	123
1	83
1	40
1	44
1	44
1	40
1	40
1	40
1	40
1	40
1	40
1	44
1	131
1	40
1	40
1	40
1	40
1	40
3	228
1	40
1	40
1	440
2	96
1	40
38	10824
1	40
3	180
1	91
3	175
1	40
1	44
3	180
1	40
1	40
1	44
1	44
5	307
1	40
1	40
1	40
1	40
1	40
1	445
1	44
1	44
1	40
1	60
1	40
1	40
1	76
1	40
1	40
1	40
1	40
1	40
2	120
7	514
1	44
1	40
5	275
1	40
1	40
1	40
8	1975
1	60
1	74
1	44
1	40
1	32
231	341118
1	48
1	52
1	56
1	40
1	44
1	84
1	58
1	44
1	57
1	40
1	52
1	40
1	40
1	44
1	40
1	436
1	40
1	40
1	363
1	76
1	40
1	443
2	96
1	44
1	40
3	132
1	40
1	40
1	122
1	40
1	40
1	40
1	63
1	221
2	96
2	96
1	40
1	40
1	252
1	40
1	74
2	96
1	74
13	1512
1	52
1	57
1	40
1	40
2	120
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	44
2	96
1	40
1	57
1	44
1	40
1	40
3	152
2	120
1	40
1	57
1	57
1	40
1	32
1	40
1	32
1	58
2	96
1	44
1	40
1	40
1	44
1	40
67	44542
3	144
1	63
1	57
1	40
1	40
1	44
1	40
1	40
1	40
1	44
2	73
1	40
1	436
1	44
1	44
1	40
1	40
1	52
1	40
1	40
1	444
1	75
1	443
1	445
22	5938
1	40
1	44
1	32
2	104
1	264
1	32
1	40
1	40
1	40
1	44
1	40
1	44
13	6017
1	32
1	122
4	240
1	40
1	44
1	121
1	40
2	96
1	32
1	69
1	40
1	74
1	40
1	40
1	40
1	122
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	44
7	420
1	48
1	40
1	439
1	40
1	40
1	40
1	40
1	40
1	32
1	40
1	40
1	40
1	40
1	40
6	1050
1	40
1	40
1	40
1	848
1	40
1	40
1	40
1	40
1	40
10	6058
2	112
1	44
2	104
1	60
1	56
1	40
1	40
1	40
1	40
2	80
1	40
1	40
1	40
1	40
2	104
8	1394
1	40
1	40
1	40
1	40
1	40
1	40
1	52
1	86
1	40
1	44
2	96
1	40
1	44
1	44
1	40
1	40
2	96
1	44
1	444
1	44
8	480
1	44
1	74
1	40
1	40
1	57
1	40
1	40
1	443
1	40
1	40
1	1125
1	69
1	40
1	40
1	52
1	40
1	40
1	44
1	40
1	40
1	40
1	58
13	1514
1	73
1	57
1	56
1	40
1	74
8	352
1	40
1	40
1	40
1	40
1	32
2	96
1	40
1	241
1	44
1	40
1	48
1	74
11	2033
1	40
1	48
4	256
1	40
1	40
1	40
1	32
1	44
1	40
1	40
3	288
8	480
886	261882
1	122
1	44
1	44
1	40
1	75
1	40
1	48
2	120
1	40
2	80
1	40
1	44
1	95
1	40
1	44
1	40
1	69
1	44
2	96
2	96
3	152
1	445
1	32
1	40
3	152
1	40
2	96
1	40
1	40
1	44
1	40
1	40
1	40
1	40
1	40
1	40
1	74
1	44
2	96
1	44
1	444
1	56
2	96
2	96
1	60
1	40
1	40
1	40
1	221
1	40
1	117
1	40
1	555
1	40
1	40
1	40
1	44
1	40
1	40
1	44
1	40
4	240
1	40
3	152
1	40
8	3481
1	32
22	3961
2	96
1	57
1	40
1	40
1	44
1	40
1	44
1	40
10	685
1	40
1	40
1	40
1	40
1	40
1	72
1	44
1	40
1	40
1	40
1	40
6	2209
3	180
1	40
1	40
1	56
1	40
1	40
1	40
1	40
2	92
1	178
1	40
1	44
1	443
1	40
1	57
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	44
1	40
3	156
1	32
1	44
1	44
1	40
1	40
1	40
2	96
1	44
1	64
2	104
1	44
1	40
1	40
1	44
1	40
1	44
1	40
1	443
1	44
1	40
1	44
1	40
1	40
1	40
2	104
1	44
1	40
1	44
1	77
1	201
1	44
1	60
1	40
1	40
3	152
1	122
1	44
1	40
1	40
1	40
1	32
1	44
1	40
1	40
1	705
1	40
1	40
1	40
1	56
2	208
1	40
1	40
1	40
1	40
2	80
1	40
1	40
4	160
1	40
1	32
2	96
1	40
16	2866
1	40
1	56
1	40
2	96
1	436
1	40
1	44
8	811
1	40
1	40
1	44
1	40
1	44
1	40
1	82
1	40
1	40
1	40
1	40
1	40
148	57611
1	40
1	40
1	40
1	40
3	180
1	40
22	6806
1	40
1	40
13	1506
1	40
1	40
1	56
1	63
2	73
1	40
1	444
1	48
1	40
2	96
1	40
1	135
1	48
1	40
3	152
1	40
1	40
1	358
1	32
1	40
1	40
1	40
2	80
1	40
1	446
22	1540
1	44
7	1811
1	40
1	40
1	78
1	40
1	57
1	56
17	3827
1	40
1	40
1	48
1	40
1	44
2	112
1	40
1	445
1	40
1	40
1	44
1	48
2	96
2	92
1	40
3	120
1	40
1	60
1	44
1	56
1	40
1	445
1	44
1	128
1	40
1	44
4	216
1	40
3	164
1	40
1	40
1	44
1	44
1	40
1	40
1	69
1	40
1	40
1	40
1	40
1	40
2	104
1	44
1	122
1	40
1	44
1	52
1	57
1	32
2	96
1	40
1	40
1	40
1	714
36	2198
1	40
1	40
1	40
1	40
2	92
1	263
1	40
4	240
2	96
1	439
1	52
1	40
1	56
1	40
1	40
1	44
1	40
1	40
1	32
3	152
1	40
1	40
1	40
1	40
15	3772
3	152
1	40
1	40
1	44
1	60
1	74
1	40
1	40
1	40
1	32
1	44
1	40
1	40
2	104
1	44
1	69
1	40
1	32
2	96
1	40
2	96
1	40
1	230
1	40
1	40
1	74
1	241
1	40
1	40
2	96
1	71
1	40
1	40
1	129
3	152
1	57
1	122
1	436
1	40
1	40
1	40
1	40
1	44
1	40
1	44
1	40
1	40
1	81
1	40
1	40
1	135
6	576
1	40
3	156
2	120
1	63
1	40
4	192
1	40
1	74
1	40
1	44
1	40
1	44
1	40
1	40
1	40
1	44
1	40
1	32
1	40
1	441
1	44
1	40
1	232
1	40
1	58
1	40
1	276
1	48
1	40
1	40
1	60
1	40
1	48
1	60
1	40
1	443
1	40
2	116
1	40
6	1899
1	40
1	40
1	40
6	4465
1	63
1	40
1	40
1	40
1	40
1	40
2	96
1	40
1	74
1	44
5	300
1	44
2	96
1	89
1	445
3	180
1	56
1	40
1	44
1	40
1	40
1	40
1	40
11	4136
1	150
1	44
2	96
1	56
1	40
1	443
2	96
2	96
1	57
1	44
1	40
1	40
1	552
1	40
1	40
1	40
1	40
1	57
1	40
1	40
1	74
1	40
1	40
7	420
1	217
2	96
1	288
1	166
1	44
1	32
2	96
117	157335
1	40
1	40
1	48
1	44
1	44
1	40
2	96
1	40
1	247
2	96
1	40
4	240
1	122
1	32
1	40
1	40
1	40
1	40
2	184
3	152
1	40
1	40
1	40
1	64
1	40
2	96
1	60
1	40
1	56
1	60
1	40
2	96
1	40
1	32
1	236
11	8965
3	152
2	96
1	40
1	48
1	40
1	44
1	56
1	40
8	1195
1	444
1	60
1	40
1	40
5	965
1	44
1	275
125	11257
1	40
1	442
1	40
1	40
2	64
2	96
1	40
1	44
13	4287
6	360
1	40
1	40
1	44
1	44
9	1469
7	1986
13	3728
2	104
1	40
1	40
1	32
1	87
1	72
1	40
1	48
1	74
1	40
1	40
1	40
1	72
2	80
1	60
5	300
1	40
1	40
1	40
1	40
2	96
1	44
1	32
2	96
1	221
6	360
1	40
1	40
1	32
1	122
1	40
1	44
1	44
1	40
1	221
1	40
1	147
1	40
1	40
1	40
1	40
1	52
1	40
1	40
1	40
1	40
1	40
1	121
1	44
1	40
1	40
1	40
1	56
1	40
1	40
1	444
1	40
1	40
1	40
1	40
1	40
1	101
1	48
1	40
2	104
1	40
1	440
1	40
1	40
1	40
1	44
12	8337
1	40
6	645
1	40
1	40
1	40
1	60
1	40
1	40
2	96
1	40
1	48
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
14	7204
1	40
1	40
1	74
1	44
2	112
1	74
1	40
1	40
1	40
1	32
1	40
18	4871
1	40
1	56
1	40
1	40
1	40
1	122
1	40
1	40
2	96
1	40
1	40
1	40
1	40
1	40
1	40
16	3030
2	96
1	40
1	40
2	96
1	40
4	216
1	141
1	44
1	40
1	40
1	40
1	82
1	40
1	44
1	40
1	44
1	40
4	240
2	120
1	44
1	40
1	40
1	40
1	40
1	44
1	123
1	40
1	40
1	52
1	44
1	40
1	40
1	77
3	152
1	40
1	40
1	114
1	40
1	40
1	40
1	40
1	40
1	40
1	122
1	60
6	310
2	104
1	44
13	1377
1	40
3	152
1	40
1	40
1	40
1	56
1	40
2	88
5	255
1	76
1	40
4	240
1	40
1	40
1	40
1	40
1	40
1	44
2	96
1	122
1	40
1	40
1	40
1	40
1	119
1	40
1	40
1	40
1	32
1	40
1	48
1	40
1	44
1	40
1	40
1	122
1	40
1	40
3	164
1	69
1	44
1	40
1	40
1	40
7	420
2	96
1	40
1	40
1	40
1	40
1	40
3	156
1	57
2	96
1	40
1	40
1	44
81	105451
1	40
1	40
2	96
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	57
1	40
1	44
1	40
1	44
1	40
1	73
1	60
1	232
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	86
19	3093
1	40
1	69
1	58
1	40
1	56
1	40
2	96
1	40
1	40
1	40
1	40
1	40
1	40
1	44
1	40
1	69
1	40
1	40
8	352
1	44
1	32
1	40
1	32
1	32
1	40
1	40
1	40
1	40
1	32
1	40
1	74
8	352
1	199
1	32
1	60
2	100
1	44
1	44
1	44
1	40
1	40
1	40
1	122
1	40
1	48
1	57
1	130
1	44
1	40
5	463
1	56
1	40
1	40
1	40
2	96
1	40
1	446
1	40
1	40
1	123
1	40
1	32
1	40
1	40
1	40
1	48
1	40
2	96
6	455
1	40
1	444
1	40
1	75
1	40
1	68
1	44
1	40
1	44
1	40
3	152
1	40
2	80
1	132
1	32
1	52
1	621
2	96
1	40
1	76
3	152
1	40
3	152
1	40
1	40
15	14903
1	57
1	60
1	40
1	72
1	48
1	40
1	40
1	40
1	44
2	80
1	44
1	58
1	40
1	44
1	44
8	450
2	104
1	32
1	122
1	40
1	40
1	40
1	230
1	44
1	40
1	40
1	40
1	40
4	240
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
1	40
2	120
1	40
1	56
4	240
1	63
1	40
1	40
5	1182
1	40
1	40
1	40
1	40
1	40
1	40
1	44
1	40
1	44
2	96
1	40
1	32
1	40
1	40
1	40
1	40
1	95
1	44
1	91
1	40
2	96
1	32
1	40
1	40
1	231
1	40
1	447
1	40
1	40
1	40
1	166
1	40
1	40
1	40
1	40
1	230
1	40
1	40
1	44
1	40
1	99
8	352
1	40
1	40
1	40
8	697
1	40
2	96
1	40
1	64
3	180
748	26928
1	40
7	5602
1	40
1	44
1	69
2	96
1	69
1	40
1	40
1	40
1	40
1	40
8	352
1	32
1	40
2	96
1	40
1	40
1	40
1	84
1	134
1	40
4	216
1	40
1	40
5	381
8	352
1	40
1	122
1	44
2	96
1	443
12	4052
2	112
1	40
1	44
1	40
1	40
3	180
1	40
1	40
1	40
1	163
2	80
1	44
1	44
1	40
1	132
1	40
1	52
2	96
2	96
1	40
1	40
1	56
1	44
1	40
1	40
1	40
1	40
1	445
1	48
1	71
1	44
1	44
4	676
1	44
3	152
1	59
8	480
1	442
2	104
1	40
1	48
1	32
1	44
1	40
1	40
1	241
1	44
1	32
3	180
1	40
1	32
2	96
11	484
1	40
1	436
1	40
1	44
1	40
1	40
1	48
1	60
1	40
1	40
1	44
1	40
1	40
1	40
1	40
1	60
1	40
1	40
2	104
4	240
1	132
1	32
1	40
1	40
1	40
1	40
1	40
1	48
1	122
13	1289
1	40
1	32
1	40
3	144
1	40
1	40
6	310
1	69
3	152
1	40
1	40
1	40
1	40
1	32
1	40
3	152
1	48
1	40
1	40
1	72
1	52
3	152
4	172
1	40
1	57
1	32
1	40
3	152
16	8527
1	101
1	40
1	40
1	40
1	144
1	40
1	40
1	437
1	40
1	40
7	736
1	40
1	122
1	40
1	40
4	240
1	40
1	40
1	40
1	40
1	32
1	40
1	40
1	44
1	40
1	58
1	445
1	40
1	40
31	24268
1	40
1	40
1	32
1	60
1	44
1	40
1	40
2	96
1	40
1	40
7	685
1	40
1	40
1	69
8	480
1	44
1	57
1	40
1	40
1	445
1	40
1	40
1	32
1	85
1	40
1	40
2	92
1	162
2	96
1	40
1	40
1	40
1	40
1	40
1	44
1	40
1	40
1	40
1	40
1	40
2	96
1	122
1	52
1	552
8	352
12	3621
1	80
1	74
1	91
4	228
1	40
1	40
1	44
1	32
1	44
1	103
1	48
1	445
3	152
3	152
1	439
1	80
1	40
1	443
2	96
1	44
11	6569
1	44
1	56
1	135
1	40
1	48
1	63
2	73
6	360
1	40
1	40
10	10500
1	44
3	228
1	40
1	40
1	44
1	40
1	44
1	40
1	443
1	40
1	32
1	40
1	122
1	44
1	40
1	108
1	40
1	44
1	40
1	44
1	444
1	40
10	592
1	44
1	40
1	40
1	32
3	152
1	44
1	40
1	40
1	44
1	40
1	57
1	40
1	44
1	40
1	60
6	3524
1	40
1	44
1	40
1	40
1	40
1	40
1	44
1	40
1	57
1	40
1	44
6	309
1	122
12	1049
