Time,RXbytes,RXpackets,TXbytes,TXpackets
Wed Aug 21 01:01:01 EEST 2019,505600162315,727231870,6221832750418,4271027352
Wed Aug 21 02:01:01 EEST 2019,505682343408,727404092,6221911107747,4271197086
Wed Aug 21 03:01:01 EEST 2019,505712531152,727484533,6221939340290,4271290835
Wed Aug 21 04:01:01 EEST 2019,505783695667,727613620,6222008801032,4271420449
Wed Aug 21 05:01:01 EEST 2019,505802131582,727666033,6222024946332,4271487239
Wed Aug 21 06:01:01 EEST 2019,505820029144,727718415,6222041028193,4271554898
Wed Aug 21 07:01:01 EEST 2019,508457924912,729658546,6224549108135,4273410584
Wed Aug 21 08:01:01 EEST 2019,512726569935,732746103,6231391203847,4278342310
Wed Aug 21 09:01:01 EEST 2019,512772769575,732892178,6231794688670,4278734655
Wed Aug 21 10:01:01 EEST 2019,512820172858,733024373,6231839252622,4278882424
Wed Aug 21 11:01:01 EEST 2019,512859729996,733162385,6231875802106,4279044309
Wed Aug 21 12:01:01 EEST 2019,512894016710,733252501,6231901724722,4279148652
Wed Aug 21 13:01:01 EEST 2019,512951310592,733403410,6231953765851,4279305709
Wed Aug 21 14:01:01 EEST 2019,513005726248,733564885,6231996566755,4279478200
Wed Aug 21 15:01:01 EEST 2019,513076520514,733717671,6232032614197,4279626402
Wed Aug 21 16:01:01 EEST 2019,513163738909,733874933,6232121304937,4279804799
Wed Aug 21 17:01:01 EEST 2019,513202428379,733990938,6232198812618,4279961501
Wed Aug 21 18:01:01 EEST 2019,513258534818,734158196,6232248977412,4280139676
Wed Aug 21 19:01:01 EEST 2019,513313610017,734319941,6232293415068,4280311970
Wed Aug 21 20:01:01 EEST 2019,513338416330,734402441,6232378650978,4280442009
Wed Aug 21 21:01:01 EEST 2019,513357294480,734461564,6232395719484,4280510970
Wed Aug 21 22:01:01 EEST 2019,513378715597,734526641,6232415188620,4280585014
Wed Aug 21 23:01:01 EEST 2019,513406917894,734630437,6232441491969,4280704129
Thu Aug 22 00:01:01 EEST 2019,513511805048,734806110,6232544162229,4280894208
Thu Aug 22 01:01:01 EEST 2019,513627384264,734965696,6232657365057,4281063609
Thu Aug 22 02:01:01 EEST 2019,513646134369,735024000,6232674259648,4281131527
Thu Aug 22 03:01:01 EEST 2019,513664849145,735081964,6232691105521,4281199132
Thu Aug 22 04:01:01 EEST 2019,513683672580,735140064,6232707718309,4281266139
Thu Aug 22 05:01:01 EEST 2019,513702985026,735198462,6232724327986,4281332978
Thu Aug 22 06:01:01 EEST 2019,513721680067,735256041,6232741122595,4281399974
Thu Aug 22 07:01:01 EEST 2019,513740873603,735313862,6232757884000,4281466508
Thu Aug 22 08:01:01 EEST 2019,513986579306,735598807,6233711960151,4282214799
Thu Aug 22 09:01:01 EEST 2019,514037001273,735708189,6233809915250,4282363593
Thu Aug 22 10:01:01 EEST 2019,514065459148,735792617,6233895973830,4282494990
Thu Aug 22 11:01:01 EEST 2019,514097947108,735864917,6233925629833,4282575722
Thu Aug 22 12:01:01 EEST 2019,514149514476,736001033,6233973864507,4282720048
Thu Aug 22 13:01:01 EEST 2019,514175317506,736081201,6233997592703,4282811686
Thu Aug 22 14:01:01 EEST 2019,516461914667,737843098,6236288073716,4284597620
Thu Aug 22 15:01:01 EEST 2019,516975613030,738345066,6236796914173,4285123194
Thu Aug 22 16:01:01 EEST 2019,517006704168,738447772,6236822383448,4285247260
Thu Aug 22 17:01:01 EEST 2019,517058643359,738606218,6236870877968,4285423787
Thu Aug 22 18:01:01 EEST 2019,517115327878,738798457,6236924124496,4285639660
Thu Aug 22 19:01:02 EEST 2019,517166896663,738956217,6236977264928,4285819981
Thu Aug 22 20:01:01 EEST 2019,517219701961,739151418,6237026902250,4286038812
Thu Aug 22 21:01:01 EEST 2019,517245074917,739243390,6237050798779,4286156160
Thu Aug 22 22:01:02 EEST 2019,517279202447,739336240,6237078150318,4286269800
Thu Aug 22 23:01:01 EEST 2019,517309781686,739436969,6237106664965,4286392801
Fri Aug 23 00:01:01 EEST 2019,517334996924,739522081,6237130249903,4286500544
Fri Aug 23 01:01:01 EEST 2019,517368467135,739607684,6237151229823,4286603297
Fri Aug 23 02:01:01 EEST 2019,517386696642,739664596,6237168048789,4286680404
Fri Aug 23 03:01:01 EEST 2019,517407420698,739733811,6237186661402,4286768841
Fri Aug 23 04:01:01 EEST 2019,517433037886,739832017,6237209882875,4286883094
Fri Aug 23 05:01:01 EEST 2019,517460602387,739939115,6237234231728,4287004597
Fri Aug 23 06:01:01 EEST 2019,517480992491,740004434,6237252310260,4287085520
Fri Aug 23 07:01:01 EEST 2019,517498840281,740053265,6237268113459,4287150239
Fri Aug 23 08:01:01 EEST 2019,517516095200,740101083,6237283245849,4287214307
Fri Aug 23 09:01:01 EEST 2019,517533326044,740148883,6237298306166,4287277219
Fri Aug 23 10:01:01 EEST 2019,517649639569,740295664,6237375970576,4287421201
Fri Aug 23 11:01:01 EEST 2019,517754941009,740531287,6237511924202,4287681447
Fri Aug 23 12:01:01 EEST 2019,517798394024,740639992,6237555207750,4287796631
Fri Aug 23 13:01:01 EEST 2019,517816484214,740695385,6237574826247,4287863133
Fri Aug 23 14:01:01 EEST 2019,517879425075,740863214,6237633555515,4288037900
