Time,RXbytes,RXpackets,TXbytes,TXpackets
Wed Aug  7 05:01:01 EEST 2019,416560547553,470373940,4502680438796,3067665702
Wed Aug  7 06:01:01 EEST 2019,416606979213,470758306,4514039348236,3075232096
Wed Aug  7 07:01:01 EEST 2019,416718027466,471120184,4523657376616,3081634384
Wed Aug  7 08:01:01 EEST 2019,416759427148,471475739,4534790664311,3089032414
Wed Aug  7 09:01:02 EEST 2019,416800767007,471828834,4545748127485,3096315467
Wed Aug  7 10:01:01 EEST 2019,416844921938,472180791,4556537067221,3103498140
Wed Aug  7 11:01:01 EEST 2019,416894480255,472549030,4567184429165,3110600675
Wed Aug  7 12:01:01 EEST 2019,416932648810,472855015,4576711231089,3116938976
Wed Aug  7 13:01:01 EEST 2019,417152819910,473451545,4587005955107,3123917663
Wed Aug  7 14:01:01 EEST 2019,417361102928,474132703,4597464034953,3131108694
Wed Aug  7 15:01:01 EEST 2019,423624199662,479647199,4614439472257,3143244147
Wed Aug  7 16:01:01 EEST 2019,425395272193,481434913,4626524995956,3151598540
Wed Aug  7 17:01:02 EEST 2019,437402828774,491410866,4649550604466,3168490743
Wed Aug  7 18:01:01 EEST 2019,441198811508,494841669,4664299436121,3178791545
Wed Aug  7 19:01:01 EEST 2019,442035587544,495868604,4676275140770,3186883016
Wed Aug  7 20:01:02 EEST 2019,442193095199,497004539,4688586891942,3195929162
Wed Aug  7 21:01:01 EEST 2019,442243007392,497419474,4699857941804,3203478795
Wed Aug  7 22:01:01 EEST 2019,442288963476,497775157,4709033859589,3209639219
Wed Aug  7 23:01:01 EEST 2019,442331013729,498137163,4720054847522,3216976371
Thu Aug  8 00:01:01 EEST 2019,442372359698,498484684,4730928503071,3224215572
Thu Aug  8 01:01:01 EEST 2019,442414345764,498836384,4741801758778,3231451820
Thu Aug  8 02:01:01 EEST 2019,442455595245,499184469,4753056819328,3238939837
Thu Aug  8 03:01:01 EEST 2019,442496236305,499523092,4763527627620,3245909526
Thu Aug  8 04:01:01 EEST 2019,442534600769,499826954,4772943248051,3252182232
Thu Aug  8 05:01:01 EEST 2019,442575163958,500164696,4783384534172,3259131182
Thu Aug  8 06:01:01 EEST 2019,442616951577,500521579,4794242348337,3266354801
Thu Aug  8 07:01:01 EEST 2019,442669588649,500879772,4805156024541,3273616428
Thu Aug  8 08:01:01 EEST 2019,442711501432,501238451,4816370516715,3281075186
Thu Aug  8 09:01:01 EEST 2019,442754178767,501607965,4827625789708,3288560763
Thu Aug  8 10:01:01 EEST 2019,442880422935,502105080,4838047502501,3295594522
Thu Aug  8 11:01:01 EEST 2019,443008719177,502663393,4848890346405,3302961172
Thu Aug  8 12:01:01 EEST 2019,443168878142,503198467,4858493369729,3309460510
Thu Aug  8 13:01:01 EEST 2019,444738024435,509107365,4869791410437,3318453638
Thu Aug  8 14:01:01 EEST 2019,446549094296,517540518,4880553102249,3327677339
Thu Aug  8 15:01:01 EEST 2019,446717971573,518098293,4888890592863,3333425052
Thu Aug  8 16:01:01 EEST 2019,447396353655,520715043,4900002051238,3341652312
Thu Aug  8 17:01:01 EEST 2019,449127936947,529121521,4911531422435,3351631943
Thu Aug  8 18:01:01 EEST 2019,451420656090,541128410,4924291107405,3363270803
Thu Aug  8 19:01:01 EEST 2019,454028103536,553088716,4936991296421,3374995544
Thu Aug  8 20:01:01 EEST 2019,454303362846,554330594,4948853168714,3383207286
Thu Aug  8 21:01:01 EEST 2019,454346687305,554690269,4959449942954,3390275277
Thu Aug  8 22:01:01 EEST 2019,454384961568,554936313,4966173575644,3394777735
Thu Aug  8 23:01:01 EEST 2019,454621072696,555906678,4977866550455,3402724096
Fri Aug  9 00:01:01 EEST 2019,456557033820,566097130,4990591036714,3412637675
Fri Aug  9 01:01:01 EEST 2019,456840995598,567740169,5000756829425,3419617973
Fri Aug  9 02:01:01 EEST 2019,456889305050,568094315,5011553446149,3426804475
Fri Aug  9 03:01:01 EEST 2019,456931725934,568454444,5022846403802,3434317403
Fri Aug  9 04:01:01 EEST 2019,456972950885,568796503,5033162498436,3441184997
Fri Aug  9 05:01:01 EEST 2019,457014046623,569137024,5044146111984,3448493679
Fri Aug  9 06:01:01 EEST 2019,457055781815,569483045,5055414659929,3455991756
Fri Aug  9 07:01:01 EEST 2019,457099163501,569851775,5066740801759,3463527182
Fri Aug  9 08:01:01 EEST 2019,457142241458,570221655,5078261159658,3471190351
Fri Aug  9 09:01:01 EEST 2019,457295493593,571156469,5088796796291,3478293010
Fri Aug  9 10:01:01 EEST 2019,458655730644,575527570,5100728098575,3487184024
Fri Aug  9 11:01:01 EEST 2019,462221497754,583718948,5114997230492,3499235942
Fri Aug  9 12:01:01 EEST 2019,464911944220,594486043,5128382260887,3510022560
Fri Aug  9 13:01:01 EEST 2019,466496078910,599326421,5140794142057,3519569339
Fri Aug  9 14:01:01 EEST 2019,466644608718,600089063,5151682708640,3526971589
Fri Aug  9 15:01:01 EEST 2019,472033042959,604059608,5160872259943,3533245140
Fri Aug  9 16:01:01 EEST 2019,472231895578,605033053,5170909964892,3540105803
Fri Aug  9 17:01:01 EEST 2019,472631279113,607059422,5181515162463,3547563469
Fri Aug  9 18:01:01 EEST 2019,473083503068,609322593,5192375582484,3555255356
Fri Aug  9 19:01:01 EEST 2019,473529117578,611397008,5203915876257,3563323705
Fri Aug  9 20:01:01 EEST 2019,474003338899,613800735,5214900863586,3571023222
Fri Aug  9 21:01:01 EEST 2019,474428708518,615972758,5226262141951,3578977851
Fri Aug  9 22:01:01 EEST 2019,474933474089,618478098,5236414155782,3586403241
Fri Aug  9 23:01:01 EEST 2019,475488023826,620732812,5248077210058,3594709634
Sat Aug 10 00:01:01 EEST 2019,476092259749,623348970,5259651882249,3603015255
Sat Aug 10 01:01:01 EEST 2019,476643349962,625606294,5271097133791,3611197884
Sat Aug 10 02:01:01 EEST 2019,476985173014,626494391,5282417412652,3618901983
Sat Aug 10 03:01:01 EEST 2019,477067820215,626915825,5293027787439,3626000049
Sat Aug 10 04:01:01 EEST 2019,477110640036,627285306,5304463172377,3633602280
Sat Aug 10 05:01:01 EEST 2019,477151922871,627631735,5315439031669,3640900775
Sat Aug 10 06:01:01 EEST 2019,477194380301,627996862,5326946371408,3648549864
Sat Aug 10 07:01:01 EEST 2019,477235511747,628333627,5337906221649,3655837694
Sat Aug 10 08:01:01 EEST 2019,477277198181,628686424,5349075570015,3663264130
Sat Aug 10 09:01:01 EEST 2019,477723521792,630874309,5360672462053,3671254827
Sat Aug 10 10:01:01 EEST 2019,479476001629,639251143,5372799804637,3680659462
Sat Aug 10 11:01:01 EEST 2019,481114453979,646943240,5385433820372,3690808483
Sat Aug 10 12:01:01 EEST 2019,482689653169,654286309,5396335018441,3699726586
Sat Aug 10 13:01:01 EEST 2019,483306030147,657258376,5408167702313,3708228874
Sat Aug 10 14:01:01 EEST 2019,483344718168,657565904,5417318120531,3714320990
Sat Aug 10 15:01:01 EEST 2019,483388215251,657939113,5428909086779,3722025201
Sat Aug 10 16:01:01 EEST 2019,483428121319,658262428,5438796427707,3728604772
Sat Aug 10 17:01:01 EEST 2019,483469918456,658617198,5450022978930,3736067044
Sat Aug 10 18:01:01 EEST 2019,483507523750,658907297,5458833757075,3741936917
Sat Aug 10 19:01:01 EEST 2019,483545912337,659211158,5468155657589,3748141589
Sat Aug 10 20:01:01 EEST 2019,483588016872,659569939,5479397375838,3755615514
Sat Aug 10 21:01:01 EEST 2019,483872004062,661103599,5490476809192,3763221278
Sat Aug 10 22:01:01 EEST 2019,483942319275,661529395,5502063232170,3770972041
Sat Aug 10 23:01:01 EEST 2019,484025940746,661937194,5513939885596,3778877791
Sun Aug 11 00:01:01 EEST 2019,484066105854,662268249,5524740201568,3786059101
Sun Aug 11 01:01:01 EEST 2019,484107848473,662615584,5535675816227,3793329042
Sun Aug 11 02:01:01 EEST 2019,484148026907,662946372,5545958054262,3800167576
Sun Aug 11 03:01:01 EEST 2019,484188971735,663289140,5556498570730,3807176088
Sun Aug 11 04:01:01 EEST 2019,484230155469,663632358,5567094837615,3814222754
Sun Aug 11 05:01:01 EEST 2019,484271242670,663976277,5577753823741,3821311361
Sun Aug 11 06:01:01 EEST 2019,484312967334,664330474,5588643389190,3828551217
Sun Aug 11 07:01:01 EEST 2019,484353463487,664659446,5598550609652,3835141990
Sun Aug 11 08:01:01 EEST 2019,484395378108,665014989,5609577994876,3842473383
Sun Aug 11 09:01:01 EEST 2019,484443060688,665413814,5621012237171,3850101884
Sun Aug 11 10:01:01 EEST 2019,484495170189,665826854,5632007559280,3857480278
Sun Aug 11 11:01:01 EEST 2019,484554679762,666285632,5643303017128,3865074107
Sun Aug 11 12:01:01 EEST 2019,484601347737,666678782,5654781829352,3872728113
Sun Aug 11 13:01:01 EEST 2019,484647820160,667062475,5666067614647,3880257019
Sun Aug 11 14:01:01 EEST 2019,484722412028,667569257,5675571039939,3886753135
Sun Aug 11 15:01:01 EEST 2019,484790277232,668070878,5686460622605,3894134545
Sun Aug 11 16:01:01 EEST 2019,484829242121,668382035,5696780723327,3901006705
Sun Aug 11 17:01:01 EEST 2019,484869651759,668715745,5707135706528,3907902621
Sun Aug 11 18:01:01 EEST 2019,484911991145,669073714,5718298833139,3915332085
Sun Aug 11 19:01:01 EEST 2019,484952934765,669415227,5729490186456,3922774038
Sun Aug 11 20:01:01 EEST 2019,484993404583,669748829,5740849478791,3930331192
Sun Aug 11 21:01:01 EEST 2019,485036556897,670124330,5752340528159,3937973041
Sun Aug 11 22:01:01 EEST 2019,485090785634,670526468,5763898661130,3945677490
Sun Aug 11 23:01:01 EEST 2019,485213060880,670986222,5774819282124,3952997909
Mon Aug 12 00:01:01 EEST 2019,485268114469,671365175,5785552723328,3960167385
Mon Aug 12 01:01:01 EEST 2019,485373521633,671843489,5796348110753,3967431774
Mon Aug 12 02:01:01 EEST 2019,485433582654,672209288,5806905579983,3974483840
Mon Aug 12 03:01:01 EEST 2019,485521093475,672634964,5817624432818,3981658865
Mon Aug 12 04:01:01 EEST 2019,485564404555,673012586,5829532269423,3989580025
Mon Aug 12 05:01:02 EEST 2019,485607746751,673391156,5841267247744,3997386298
Mon Aug 12 06:01:01 EEST 2019,485646995556,673708159,5851401145464,4004135175
Mon Aug 12 07:01:01 EEST 2019,485689983738,674076377,5862786109754,4011710089
Mon Aug 12 08:01:01 EEST 2019,485733002765,674450294,5874560686834,4019542289
Mon Aug 12 09:01:01 EEST 2019,485776285567,674805750,5885569681351,4026869874
Mon Aug 12 10:01:01 EEST 2019,485821209940,675180188,5897038202364,4034498609
Mon Aug 12 11:01:01 EEST 2019,485862324786,675524910,5907630489677,4041547214
Mon Aug 12 12:01:01 EEST 2019,485901318404,675837970,5917167499593,4047900677
Mon Aug 12 13:01:01 EEST 2019,487783967886,678409678,5931782378065,4058510618
Mon Aug 12 14:01:01 EEST 2019,488428568204,679850381,5942450132419,4066012547
Mon Aug 12 15:01:01 EEST 2019,488662450603,681036969,5954674201714,4074413774
Mon Aug 12 16:01:01 EEST 2019,489127440661,682874105,5968667725920,4084191148
Mon Aug 12 17:01:01 EEST 2019,489452516830,684237663,5980632106353,4092465586
Mon Aug 12 18:01:01 EEST 2019,489562949189,685345636,5993376833426,4100967988
Mon Aug 12 19:01:01 EEST 2019,489643900301,686288462,6005079025073,4108816791
Mon Aug 12 20:01:01 EEST 2019,489711684389,686893056,6015791420570,4116006342
Mon Aug 12 21:01:02 EEST 2019,489794558698,687320022,6026334240805,4123079670
Mon Aug 12 22:01:01 EEST 2019,489854893492,687716141,6035839901897,4129475596
Mon Aug 12 23:01:01 EEST 2019,489920074406,688112600,6045348731888,4135862416
Tue Aug 13 00:01:02 EEST 2019,490036687863,688671020,6056592586596,4143464449
Tue Aug 13 01:01:01 EEST 2019,490106929599,689059781,6066440010657,4150056588
Tue Aug 13 02:01:01 EEST 2019,490150096748,689431617,6077640700146,4157510897
Tue Aug 13 03:01:01 EEST 2019,490192877311,689797176,6088846043956,4164969040
Tue Aug 13 04:01:01 EEST 2019,490233640495,690124509,6098901199533,4171667518
Tue Aug 13 05:01:01 EEST 2019,490275299647,690473166,6109471939781,4178706481
Tue Aug 13 06:01:01 EEST 2019,490317693855,690833331,6120498061042,4186045816
Tue Aug 13 07:01:01 EEST 2019,490359245840,691174533,6130664058667,4192817086
Tue Aug 13 08:01:01 EEST 2019,490402234960,691543244,6141860914346,4200269505
Tue Aug 13 09:01:01 EEST 2019,490444207965,691896862,6152495414822,4207349996
Tue Aug 13 10:01:01 EEST 2019,490483807769,692212855,6162337879312,4213907443
Tue Aug 13 11:01:01 EEST 2019,490524261960,692543785,6172054140270,4220380319
Tue Aug 13 12:01:01 EEST 2019,490582770319,692665010,6172113542547,4220503943
Tue Aug 13 13:01:01 EEST 2019,490630199977,692773977,6172153461602,4220618868
Tue Aug 13 14:01:01 EEST 2019,490690717306,693010519,6172722829069,4221074358
Tue Aug 13 15:01:01 EEST 2019,490764322837,693505166,6174237323558,4222193223
Tue Aug 13 16:01:01 EEST 2019,490807827610,693642063,6174309995500,4222360155
Tue Aug 13 17:01:01 EEST 2019,490887045485,693964505,6175028042964,4222965996
Tue Aug 13 18:01:01 EEST 2019,490959897317,694531312,6176816399077,4224280021
Tue Aug 13 19:01:01 EEST 2019,491010771971,694741213,6177272406669,4224671033
Tue Aug 13 20:01:01 EEST 2019,491084274914,695096234,6177997954672,4225313149
Tue Aug 13 21:01:01 EEST 2019,491166003578,695368874,6178288730403,4225653546
Tue Aug 13 22:01:01 EEST 2019,491195829599,695475933,6178324425989,4225779657
Tue Aug 13 23:01:01 EEST 2019,491241976583,695596654,6178366426011,4225910383
Wed Aug 14 00:01:01 EEST 2019,491261270762,695652801,6178382464987,4225973917
Wed Aug 14 01:01:01 EEST 2019,491290339484,695716877,6178397533742,4226039239
Wed Aug 14 02:01:01 EEST 2019,491310453559,695773585,6178412491458,4226101775
Wed Aug 14 03:01:01 EEST 2019,491328699388,695828456,6178427156979,4226163611
Wed Aug 14 04:01:01 EEST 2019,491356839177,695890127,6178441971325,4226226556
Wed Aug 14 05:01:01 EEST 2019,491375346653,695945968,6178457446497,4226290596
Wed Aug 14 06:01:01 EEST 2019,491393663983,696001598,6178472419192,4226354384
Wed Aug 14 07:01:01 EEST 2019,491412475851,696057708,6178487509879,4226418756
Wed Aug 14 08:01:01 EEST 2019,491430917757,696113938,6178502649973,4226483266
Wed Aug 14 09:01:01 EEST 2019,491449902677,696178801,6178549219899,4226569780
Wed Aug 14 10:01:01 EEST 2019,491486537610,696277864,6178581765006,4226673577
Wed Aug 14 11:01:01 EEST 2019,491557945423,696589373,6179143201864,4227208055
Wed Aug 14 12:01:01 EEST 2019,491615871465,696858416,6179789468360,4227726747
Wed Aug 14 13:01:01 EEST 2019,491635701341,696925078,6179806309039,4227807275
Wed Aug 14 14:01:01 EEST 2019,491665879339,697022997,6179833127779,4227920975
Wed Aug 14 15:01:01 EEST 2019,491729423463,697471866,6181131776769,4228903396
Wed Aug 14 16:01:01 EEST 2019,491794812238,698086860,6183290122291,4230420610
Wed Aug 14 17:01:01 EEST 2019,491884219797,699290914,6187895430787,4233567504
Wed Aug 14 18:01:01 EEST 2019,491917145756,699567052,6188753777994,4234215816
Wed Aug 14 19:01:01 EEST 2019,491957375905,699677105,6188843838507,4234356929
Wed Aug 14 20:01:01 EEST 2019,491975201265,699726948,6188858800760,4234418200
Wed Aug 14 21:01:01 EEST 2019,492000058571,699807180,6188917531417,4234523849
Wed Aug 14 22:01:01 EEST 2019,492020021243,699869149,6188934173702,4234595311
Wed Aug 14 23:01:01 EEST 2019,492067668127,699995283,6188977902325,4234729887
Thu Aug 15 00:01:01 EEST 2019,492096870136,700093222,6189004052394,4234846996
Thu Aug 15 01:01:01 EEST 2019,492126234611,700165583,6189048169233,4234943633
Thu Aug 15 02:01:01 EEST 2019,492145443526,700230627,6189083274490,4235035008
Thu Aug 15 03:01:01 EEST 2019,492262066712,700356354,6189108778721,4235121601
Thu Aug 15 04:01:01 EEST 2019,492281309909,700417581,6189133999699,4235204264
Thu Aug 15 05:01:01 EEST 2019,492300033784,700477983,6189159132418,4235285024
Thu Aug 15 06:01:01 EEST 2019,492317895614,700530861,6189183292554,4235359021
Thu Aug 15 07:01:01 EEST 2019,492336308109,700586631,6189216980542,4235441098
Thu Aug 15 08:01:01 EEST 2019,492354226246,700641504,6189250609914,4235522433
Thu Aug 15 09:01:01 EEST 2019,492371978787,700693038,6189274438980,4235591752
Thu Aug 15 10:01:01 EEST 2019,492412107294,700810647,6189356544205,4235732971
Thu Aug 15 11:01:01 EEST 2019,492708416731,701157238,6189655869541,4236076018
Thu Aug 15 12:01:01 EEST 2019,492800101812,701331173,6189751694891,4236243883
Thu Aug 15 13:01:01 EEST 2019,492844606499,701468957,6189928379008,4236446622
Thu Aug 15 14:01:01 EEST 2019,493127147142,702489645,6193362585888,4238822356
Thu Aug 15 15:01:01 EEST 2019,493380349066,703083423,6195021654960,4240029912
Thu Aug 15 16:01:01 EEST 2019,494192074768,704110454,6196986880564,4241562237
Thu Aug 15 17:01:01 EEST 2019,494427733763,704550108,6197553150581,4242140593
Thu Aug 15 18:01:01 EEST 2019,494517788880,705120042,6199443766012,4243480408
Thu Aug 15 19:01:01 EEST 2019,494599562909,705522682,6200704617043,4244396220
Thu Aug 15 20:01:01 EEST 2019,494636185970,705882021,6201946854753,4245278971
Thu Aug 15 21:01:01 EEST 2019,494781164645,706401955,6203143819185,4246244510
Thu Aug 15 22:01:01 EEST 2019,494848987063,706568276,6203206807456,4246413103
Thu Aug 15 23:01:01 EEST 2019,494921633270,706760544,6203274522493,4246612959
Fri Aug 16 00:01:01 EEST 2019,495040245296,707058971,6203385696542,4246909987
Fri Aug 16 01:01:01 EEST 2019,495120150304,707267486,6203449070919,4247124395
Fri Aug 16 02:01:01 EEST 2019,495187343746,707441755,6203511693494,4247313052
Fri Aug 16 03:01:01 EEST 2019,495257022194,707601369,6203577464237,4247490652
Fri Aug 16 04:01:01 EEST 2019,495275335758,707652701,6203592279745,4247559356
Fri Aug 16 05:01:01 EEST 2019,495293032726,707703405,6203607063016,4247628440
Fri Aug 16 06:01:01 EEST 2019,495310754912,707754261,6203621788246,4247696524
Fri Aug 16 07:01:01 EEST 2019,495328906058,707805517,6203636516093,4247765031
Fri Aug 16 08:01:01 EEST 2019,495346632671,707856564,6203651269299,4247834235
Fri Aug 16 09:01:01 EEST 2019,495368017620,707970250,6203923133382,4248070914
Fri Aug 16 10:01:01 EEST 2019,495391598725,708112615,6204296158432,4248374433
Fri Aug 16 11:01:02 EEST 2019,495481580268,708532672,6205464873350,4249249716
Fri Aug 16 12:01:01 EEST 2019,497745508686,710585308,6209084654885,4251873036
Fri Aug 16 13:01:01 EEST 2019,497794961285,710714278,6209187502311,4252035122
Fri Aug 16 14:01:02 EEST 2019,497874680511,710919489,6209418686433,4252308745
Fri Aug 16 15:01:01 EEST 2019,497942725960,711563224,6211578213157,4253860010
Fri Aug 16 16:01:01 EEST 2019,497966878083,711663628,6211726844612,4254023785
Fri Aug 16 17:01:01 EEST 2019,497997436363,711789288,6211942417314,4254238830
Fri Aug 16 18:01:01 EEST 2019,498065204775,711961976,6212005469541,4254420669
Fri Aug 16 19:01:01 EEST 2019,498124322664,712168523,6212059661773,4254643329
Fri Aug 16 20:01:01 EEST 2019,498253061297,712455228,6212180628967,4254905258
Fri Aug 16 21:01:01 EEST 2019,498388752120,712756974,6212307741105,4255162682
Fri Aug 16 22:01:01 EEST 2019,498545670702,713069057,6212456261798,4255403803
Fri Aug 16 23:01:01 EEST 2019,498644417383,713290005,6212548416525,4255596636
Sat Aug 17 00:01:01 EEST 2019,498685119788,713391069,6212585526792,4255704460
Sat Aug 17 01:01:01 EEST 2019,498714678819,713459384,6212602439613,4255787143
Sat Aug 17 02:01:01 EEST 2019,498741828481,713535987,6212626952889,4255880661
Sat Aug 17 03:01:01 EEST 2019,498795549057,713664173,6212676804566,4256016821
Sat Aug 17 04:01:01 EEST 2019,498832703201,713757447,6212710372395,4256122123
Sat Aug 17 05:01:01 EEST 2019,498864996323,713839265,6212739713416,4256218108
Sat Aug 17 06:01:01 EEST 2019,498883074904,713892361,6212755376597,4256290835
Sat Aug 17 07:01:01 EEST 2019,499031794501,714031691,6212771251727,4256367031
Sat Aug 17 08:01:01 EEST 2019,499049874259,714084939,6212786765287,4256438517
Sat Aug 17 09:01:01 EEST 2019,499067885737,714137246,6212802108527,4256506906
Sat Aug 17 10:01:01 EEST 2019,499085710023,714187345,6212816734008,4256566326
Sat Aug 17 11:01:01 EEST 2019,499128823497,714282452,6212855749598,4256658819
Sat Aug 17 12:01:01 EEST 2019,499198553244,714429635,6212920270044,4256794769
Sat Aug 17 13:01:01 EEST 2019,499248149463,714537922,6212965728680,4256900296
Sat Aug 17 14:01:01 EEST 2019,499346006488,714742683,6213140440200,4257128653
Sat Aug 17 15:01:01 EEST 2019,499562461036,714990458,6213650213155,4257560904
Sat Aug 17 16:01:01 EEST 2019,499637495669,715644062,6215976053295,4259182023
Sat Aug 17 17:01:01 EEST 2019,499662698494,715771112,6216220219240,4259423192
Sat Aug 17 18:01:01 EEST 2019,499703109550,715881036,6216257769044,4259544888
Sat Aug 17 19:01:01 EEST 2019,499734703652,715978628,6216286601979,4259655505
Sat Aug 17 20:01:01 EEST 2019,499774670561,716089753,6216323437513,4259775553
Sat Aug 17 21:01:01 EEST 2019,499812187650,716200508,6216357443670,4259896858
Sat Aug 17 22:01:01 EEST 2019,499866510766,716331719,6216408014735,4260035783
Sat Aug 17 23:01:01 EEST 2019,499904525888,716449933,6216442265342,4260163212
Sun Aug 18 00:01:01 EEST 2019,499965980298,716607661,6216498841792,4260322170
Sun Aug 18 01:01:01 EEST 2019,500025410815,716751278,6216553469541,4260465605
Sun Aug 18 02:01:01 EEST 2019,500102453155,716937214,6216624749098,4260645568
Sun Aug 18 03:01:02 EEST 2019,500121074761,716994059,6216640417399,4260711559
Sun Aug 18 04:01:01 EEST 2019,500140129502,717050698,6216655949414,4260776914
Sun Aug 18 05:01:01 EEST 2019,500219586329,717216480,6216729907783,4260928466
Sun Aug 18 06:01:01 EEST 2019,500323954105,717453981,6216828699130,4261144588
Sun Aug 18 07:01:01 EEST 2019,500363036074,717545646,6216863674104,4261236913
Sun Aug 18 08:01:01 EEST 2019,500380774087,717595180,6216878130797,4261294806
Sun Aug 18 09:01:01 EEST 2019,500398486386,717644107,6216892563659,4261352395
Sun Aug 18 10:01:01 EEST 2019,500416813750,717696638,6216907983854,4261414373
Sun Aug 18 11:01:02 EEST 2019,500447220053,717878267,6217280164622,4261765061
Sun Aug 18 12:01:01 EEST 2019,500471875952,717970952,6217306253145,4261885618
Sun Aug 18 13:01:01 EEST 2019,500535346062,718162439,6217389923299,4262113669
Sun Aug 18 14:01:02 EEST 2019,500608107919,718296591,6217468329230,4262267288
Sun Aug 18 15:01:01 EEST 2019,500625895999,718347019,6217484147877,4262328761
Sun Aug 18 16:01:01 EEST 2019,500643614555,718396970,6217499829207,4262387831
Sun Aug 18 17:01:01 EEST 2019,500687403630,718517746,6217540880121,4262514136
Sun Aug 18 18:01:01 EEST 2019,500713549691,718581974,6217558273991,4262586767
Sun Aug 18 19:01:01 EEST 2019,500731291751,718631774,6217573891522,4262646146
Sun Aug 18 20:01:01 EEST 2019,500748978101,718681248,6217589565400,4262706385
Sun Aug 18 21:01:01 EEST 2019,500812506933,718786976,6217670573995,4262824880
Sun Aug 18 22:01:01 EEST 2019,500847881714,718929577,6217705323030,4262979051
Sun Aug 18 23:01:01 EEST 2019,500877853432,719074184,6217735711592,4263137966
Mon Aug 19 00:01:01 EEST 2019,500911683641,719159336,6217767087360,4263228169
Mon Aug 19 01:01:01 EEST 2019,500961817267,719286044,6217814334076,4263361957
Mon Aug 19 02:01:01 EEST 2019,501060904926,719517460,6217908996902,4263595795
Mon Aug 19 03:01:01 EEST 2019,501133387831,719692839,6217977866566,4263777535
Mon Aug 19 04:01:01 EEST 2019,501151745108,719743286,6217993695194,4263838052
Mon Aug 19 05:01:01 EEST 2019,501169549695,719793161,6218009442850,4263897647
Mon Aug 19 06:01:01 EEST 2019,501187389733,719843208,6218025286551,4263957852
Mon Aug 19 07:01:01 EEST 2019,501205634811,719893516,6218041262583,4264018707
Mon Aug 19 08:01:01 EEST 2019,501223312089,719942842,6218056859551,4264077492
Mon Aug 19 09:01:01 EEST 2019,501240986440,719991475,6218072281457,4264135525
Mon Aug 19 10:01:02 EEST 2019,501465646692,720221832,6218294048180,4264372043
Mon Aug 19 11:01:01 EEST 2019,501493573488,720305327,6218319654397,4264465690
Mon Aug 19 12:01:01 EEST 2019,501554651809,720437308,6218377306435,4264593618
Mon Aug 19 13:01:01 EEST 2019,501581486978,720505559,6218399071797,4264674100
Mon Aug 19 14:01:01 EEST 2019,501814714092,720796443,6218631027445,4264945205
Mon Aug 19 15:01:01 EEST 2019,502258342439,721434384,6219058661530,4265398093
Mon Aug 19 16:01:01 EEST 2019,502338653210,721557064,6219137585498,4265542991
Mon Aug 19 17:01:01 EEST 2019,502356905560,721610507,6219154392516,4265610032
Mon Aug 19 18:01:01 EEST 2019,502377549132,721665479,6219171182734,4265675076
Mon Aug 19 19:01:01 EEST 2019,502417900775,721762517,6219208632438,4265776127
Mon Aug 19 20:01:01 EEST 2019,502438168456,721826721,6219229256883,4265854273
Mon Aug 19 21:01:01 EEST 2019,502456969517,721880481,6219246020917,4265918963
Mon Aug 19 22:01:01 EEST 2019,502475195819,721933669,6219262540692,4265984055
Mon Aug 19 23:01:01 EEST 2019,502532356473,722029523,6219318248299,4266098201
Tue Aug 20 00:01:01 EEST 2019,502659183413,722196141,6219443249965,4266282339
Tue Aug 20 01:01:01 EEST 2019,502808688843,722375768,6219590709181,4266478302
Tue Aug 20 02:01:01 EEST 2019,502912039764,722511693,6219692150570,4266630604
Tue Aug 20 03:01:01 EEST 2019,502961774698,722594334,6219740227821,4266730232
Tue Aug 20 04:01:01 EEST 2019,502979826891,722646923,6219756688501,4266799267
Tue Aug 20 05:01:01 EEST 2019,503004849106,722715907,6219779938952,4266881782
Tue Aug 20 06:01:01 EEST 2019,503079579675,722895910,6219851144338,4267072985
Tue Aug 20 07:01:01 EEST 2019,503155123101,723100078,6219922966354,4267297157
Tue Aug 20 08:01:01 EEST 2019,503214323720,723285421,6219979832183,4267508290
Tue Aug 20 09:01:01 EEST 2019,503793554864,723817245,6220046459246,4267743876
Tue Aug 20 10:01:01 EEST 2019,503817239528,723874575,6220070396057,4267818083
Tue Aug 20 11:01:01 EEST 2019,503835754655,723931682,6220271874939,4268004895
Tue Aug 20 12:01:01 EEST 2019,504296876283,724512412,6220598148276,4268423596
Tue Aug 20 13:01:01 EEST 2019,504506165011,724819175,6220803904381,4268712131
Tue Aug 20 14:01:01 EEST 2019,504591746438,724979662,6220885038906,4268854645
Tue Aug 20 15:01:01 EEST 2019,504793633858,725346426,6221075807350,4269147964
Tue Aug 20 16:01:01 EEST 2019,504939541400,725620141,6221215734731,4269386655
Tue Aug 20 17:01:01 EEST 2019,505000971985,725788247,6221273868921,4269564082
Tue Aug 20 18:01:01 EEST 2019,505082545817,725962043,6221352457091,4269761257
Tue Aug 20 19:01:01 EEST 2019,505167865084,726216301,6221434077465,4270021948
Tue Aug 20 20:01:01 EEST 2019,505228559265,726378167,6221491833022,4270184127
Tue Aug 20 21:01:01 EEST 2019,505288964659,726499978,6221534602233,4270303267
Tue Aug 20 22:01:01 EEST 2019,505337446048,726624425,6221580741414,4270437205
Tue Aug 20 23:01:01 EEST 2019,505374924027,726743221,6221617140369,4270569064
Wed Aug 21 00:01:01 EEST 2019,505500016455,727010773,6221736951404,4270814137
